Account Length,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
100,no,yes,26,153.7,115,137.8,146,213.5,104,15.9,5,4.29,1,False
96,no,yes,27,261.3,96,220.9,101,179.4,97,11.3,2,3.05,1,False
108,no,no,0,246.2,102,202.4,134,180.1,95,9.4,5,2.54,1,False
84,no,no,0,191,88,318.8,119,247.3,79,6.5,4,1.76,0,False
134,no,no,0,208.3,86,253.6,89,291,86,12.6,3,3.4,1,False
72,no,no,0,253,73,219.3,78,210.8,89,9.8,4,2.65,0,False
83,no,no,0,202.3,87,201.5,111,101.7,82,6.8,4,1.84,0,False
137,no,no,0,174.4,120,156.3,98,136.5,121,10.2,5,2.75,0,False
56,no,yes,30,127.1,89,172.1,116,194.6,111,12.1,3,3.27,1,False
61,yes,yes,16,143.5,76,242.6,58,147.7,95,11.3,3,3.05,0,False
171,no,yes,17,186.9,94,240,138,200.9,64,5.8,3,1.57,1,False
123,no,no,0,194,118,242,114,146.3,108,12.1,4,3.27,1,False
58,no,no,0,234.8,89,106.8,131,178.5,122,9.9,6,2.67,0,False
156,no,no,0,123.7,96,103,80,189.4,82,13.1,4,3.54,1,False
166,no,no,0,173.9,103,276.4,83,190.8,113,15.3,5,4.13,0,False
75,no,yes,41,130.9,115,203.4,110,171.7,68,12.4,4,3.35,1,False
75,no,no,0,314.6,102,169.8,86,285.1,100,5.7,3,1.54,2,True
83,no,no,0,227.9,78,207.5,115,211.7,100,12.1,5,3.27,1,False
243,no,no,0,95.5,92,163.7,63,264.2,118,6.6,6,1.78,2,False
153,no,no,0,185.3,127,208,73,206.1,124,15.1,3,4.08,1,False
150,no,no,0,146.3,133,202.7,95,234.7,103,13.1,3,3.54,1,False
92,no,yes,16,184,99,76.4,134,185.1,96,12.7,3,3.43,2,False
80,no,no,0,105.8,110,43.9,88,189.6,87,13.1,5,3.54,0,False
134,no,no,0,178,110,153.8,64,236.6,105,11.7,4,3.16,1,False
77,no,yes,24,149.4,74,123.9,72,174.3,84,10.1,6,2.73,1,False
147,no,no,0,209.4,104,132.5,78,149.4,123,11.3,3,3.05,2,False
74,no,no,0,172.1,105,211.7,99,182.2,105,11.6,6,3.13,1,False
138,yes,no,0,169.3,82,217.9,147,184.2,77,9.4,9,2.54,1,False
143,no,no,0,119.1,117,287.7,136,223,100,12.2,4,3.29,0,False
64,no,no,0,194.2,147,173.4,87,268.7,114,5.5,2,1.49,2,False
120,no,no,0,198.8,56,230.1,73,119.8,81,9.9,3,2.67,2,False
121,yes,no,0,167.7,94,93.7,121,241.3,115,13.4,1,3.62,3,True
88,no,no,0,202.2,86,216.8,93,239.4,99,11.8,2,3.19,2,False
87,no,no,0,322.5,106,204.6,93,186.2,128,9.4,4,2.54,2,True
100,no,no,0,216.2,107,215.6,84,138.4,127,10.2,3,2.75,0,False
104,no,no,0,76.4,116,115.6,74,226.3,94,9.4,3,2.54,3,False
27,no,no,0,72.7,75,208.6,117,65.8,71,9.9,3,2.67,1,False
81,no,yes,31,210.4,100,225.5,97,168.7,120,9.7,4,2.62,0,False
64,yes,yes,33,127.2,93,162.9,104,247.4,109,8.1,13,2.19,0,False
107,no,yes,28,201.8,79,304.9,128,225.6,133,11.9,8,3.21,1,False
88,no,yes,17,219.5,78,222.1,94,188.3,92,16.1,5,4.35,1,False
111,no,no,0,99.3,112,270.5,136,225.3,94,9,6,2.43,3,False
77,no,no,0,239.2,114,150,115,160.8,81,10.3,2,2.78,5,False
67,yes,no,0,120.9,58,235,88,95.1,130,11.4,11,3.08,2,False
102,no,no,0,224.7,81,129.4,112,167.6,109,15.8,6,4.27,1,False
146,no,yes,19,176.6,88,162.7,66,215.5,98,14.6,6,3.94,1,False
144,no,yes,51,283.9,98,192,109,196.3,85,10,4,2.7,1,False
96,no,no,0,180.6,92,190.9,114,295.6,125,10.3,4,2.78,1,True
70,no,yes,31,125.9,101,196.4,102,252.7,75,10.3,4,2.78,1,False
149,no,no,0,237.6,79,192.4,107,207.4,111,9.1,9,2.46,0,False
129,no,no,0,198.4,91,264.7,106,111.4,101,9.2,2,2.48,2,False
166,no,no,0,274.3,110,52.9,109,246.1,119,10.9,5,2.94,0,False
136,yes,no,0,199.6,89,211.4,96,72.4,84,11,4,2.97,3,True
149,no,no,0,217.7,91,273.5,74,226.9,99,9.6,3,2.59,3,False
70,no,no,0,134.7,96,235.9,90,260.2,113,7.6,6,2.05,3,False
120,no,yes,24,212.7,73,257.5,103,227.8,119,9.7,13,2.62,2,False
66,no,no,0,256.3,135,180.2,106,187.3,135,6.2,7,1.67,2,False
104,no,no,0,183.6,133,120.7,98,215.1,112,12.7,2,3.43,1,False
160,no,no,0,176.2,90,196,115,263.9,95,9.2,4,2.48,1,False
129,no,yes,37,205,94,165.4,103,185,81,11.7,8,3.16,1,False
93,no,no,0,267.9,114,223,74,262.7,90,11.3,3,3.05,3,True
169,no,no,0,179.2,111,175.2,130,228.6,92,9.9,6,2.67,2,False
58,no,no,0,149.4,145,196.5,105,209.5,108,14.9,3,4.02,1,False
75,no,yes,38,163.6,132,146.7,113,345.8,115,13.1,3,3.54,3,False
45,no,no,0,207.6,71,152.7,94,217.8,125,12.4,13,3.35,1,False
155,no,no,0,165.4,108,183.7,103,80.2,108,8.9,4,2.4,3,False
52,no,no,0,209.8,114,171.3,82,154.6,119,9.9,9,2.67,4,False
119,no,yes,27,220.1,128,268.2,133,146.5,80,11.1,3,3,0,False
86,no,no,0,141.3,72,154.3,95,210.6,91,8.2,5,2.21,1,False
42,no,no,0,196.5,89,241.3,123,143.2,105,4,7,1.08,0,False
127,yes,no,0,180.9,114,209.5,118,249.9,105,7.4,4,2,2,False
123,no,no,0,105,150,251.6,90,258,93,14.9,5,4.02,0,False
98,no,no,0,271.4,119,190.4,102,284.7,118,11.1,6,3,4,True
149,no,yes,43,206.7,79,174.6,122,241.5,80,10.9,3,2.94,1,False
160,no,no,0,166.8,109,236,117,307.6,77,9.3,1,2.51,1,False
103,no,no,0,204.9,107,135.2,102,208.2,106,10.4,3,2.81,5,False
132,no,yes,15,154.6,128,245.6,106,148.6,90,9.1,4,2.46,1,False
137,no,no,0,127,107,323.2,75,143.9,127,7.5,2,2.03,1,False
129,yes,no,0,267.4,78,204.2,85,111.7,146,5.9,4,1.59,1,False
62,no,no,0,281,66,160.6,108,77.9,74,0,0,0,1,False
122,no,yes,33,270.8,96,220.4,110,169.9,104,11.8,8,3.19,4,False
32,no,no,0,171.2,82,185.6,102,203.3,64,10.2,7,2.75,1,False
86,no,no,0,124.1,82,202.6,120,289.6,119,6.7,8,1.81,3,False
130,no,no,0,162.8,113,290.3,111,114.9,140,7.2,3,1.94,1,False
42,no,no,0,146.3,84,255.9,113,45,117,8,12,2.16,1,False
73,no,no,0,254.8,85,143.4,80,153.9,102,15,7,4.05,2,False
66,no,yes,26,254.9,108,243.2,135,190.8,95,5.4,3,1.46,2,False
103,no,yes,31,107.7,124,188.9,104,196.2,98,8.9,3,2.4,0,False
128,no,no,0,158.8,75,264.8,91,270,77,7.6,7,2.05,1,False
104,no,no,0,182.9,113,239.6,85,229.8,104,5.5,4,1.49,2,False
103,no,no,0,198.5,112,42.5,90,179.2,124,12.4,5,3.35,0,False
124,no,no,0,178.4,72,233.6,134,179.4,91,12,2,3.24,0,False
87,no,no,0,110.9,91,158.5,115,207.5,131,6.2,5,1.67,1,False
109,no,yes,27,166.9,85,221.2,92,197.3,97,12.3,4,3.32,1,True
167,yes,no,0,244.8,91,60.8,105,176.7,110,10.7,3,2.89,2,False
97,no,no,0,120.8,96,169.8,101,194.1,63,11.9,3,3.21,4,True
106,no,no,0,165.3,118,210,101,187.2,93,8.5,3,2.3,2,False
125,no,no,0,126.7,113,155.5,131,206.2,112,14.4,7,3.89,2,False
108,no,yes,35,215.9,106,200.6,107,195.4,107,15.5,7,4.19,0,False
125,no,no,0,140.1,132,209.6,126,264.1,77,8,2,2.16,1,False
89,no,yes,32,209.9,113,249.8,104,224.2,92,8.7,7,2.35,1,False
72,yes,yes,29,139.8,114,138.2,91,221,88,5.5,6,1.49,0,False
23,no,no,0,321.6,107,251.6,115,141.1,158,11.3,3,3.05,2,True
149,no,no,0,166.6,61,218.8,107,208.3,131,8.2,6,2.21,7,False
73,no,no,0,214.2,90,196.8,78,157.9,112,5.9,8,1.59,0,False
61,no,no,0,260,123,210.5,127,234.7,70,9,3,2.43,1,True
161,no,no,0,191.9,113,70.9,87,204.8,107,13.4,4,3.62,4,True
73,no,no,0,213,95,188.8,104,136.2,89,13.5,3,3.65,0,False
118,no,yes,24,118.1,83,109.6,72,245.5,73,16.9,2,4.56,1,False
23,no,no,0,190.2,89,166.4,108,219.8,73,15,4,4.05,6,False
127,no,yes,25,82.2,95,163.3,109,264.9,104,5.1,6,1.38,0,False
42,no,yes,32,163.8,80,177.8,123,190.4,106,8.1,5,2.19,0,False
118,no,no,0,267.8,145,316.4,121,208.6,91,14.4,11,3.89,5,True
45,no,no,0,159.8,91,120.4,86,163,93,10.6,3,2.86,2,False
50,no,yes,24,214.3,129,289.8,55,312.5,130,10.6,4,2.86,1,False
179,no,no,0,287.3,123,288,114,266,112,10.5,4,2.84,0,True
152,no,no,0,101.2,122,141.6,87,198.5,124,7.5,3,2.03,2,False
105,no,no,0,102.8,74,281.7,125,228.1,113,13.2,5,3.56,2,False
72,no,no,0,109.1,97,115.7,96,295.8,84,8.3,6,2.24,0,False
52,no,no,0,215.9,67,217,108,342.8,130,5.2,2,1.4,1,False
125,no,no,0,203.4,110,128.7,97,190.5,113,11,4,2.97,1,False
143,no,no,0,110.1,113,169,59,166.7,94,9.2,2,2.48,1,False
65,no,no,0,111,51,219.8,84,202,89,4.4,14,1.19,1,False
80,no,no,0,239.9,121,142.3,51,364.3,106,9.3,5,2.51,1,False
1,no,no,0,144.8,107,112.5,66,218.7,79,13.8,3,3.73,1,False
60,no,no,0,135.4,134,205.9,85,204,103,7.9,4,2.13,1,False
43,no,no,0,84.2,134,80.8,103,196.1,79,10.8,2,2.92,1,False
143,no,no,0,209.1,127,106.1,80,179.6,90,14,6,3.78,0,False
81,no,yes,24,130.1,117,196,61,139.3,123,11.4,5,3.08,0,False
205,no,yes,24,175.8,139,155,98,180.7,64,7.8,5,2.11,2,False
24,no,no,0,241.9,104,145.2,112,214.5,105,6.6,5,1.78,1,False
74,no,no,0,136.7,106,228.6,105,265.3,114,9.8,4,2.65,0,False
77,no,no,0,67.7,68,195.7,86,236.5,137,12,2,3.24,1,False
74,no,no,0,200.4,87,309.2,105,152.1,118,10,2,2.7,1,False
74,yes,no,0,125.8,103,207.7,96,207.4,143,14.1,4,3.81,1,True
200,no,no,0,128.2,87,133.2,105,177.6,123,11.2,2,3.02,1,False
86,no,no,0,226.3,88,223,107,255.6,92,13,3,3.51,4,False
91,no,yes,37,162.3,107,233.9,115,277.4,94,9.2,4,2.48,0,False
76,no,no,0,224.4,121,147.9,97,183.8,74,6.7,2,1.81,2,False
130,no,no,0,120.5,127,189.7,52,270.1,107,14.3,2,3.86,1,False
56,no,no,0,91.1,90,179.3,115,300.7,89,11.9,8,3.21,2,False
117,no,no,0,168.8,137,241.4,107,204.8,106,15.5,4,4.19,0,False
63,no,no,0,153.5,81,287.3,115,230.2,85,6.5,5,1.76,2,False
126,no,no,0,226.2,88,140.3,114,208.9,110,6.4,2,1.73,0,False
132,no,no,0,191.9,107,206.9,127,272,88,12.6,2,3.4,1,False
81,no,yes,28,167.9,147,190.7,105,193,103,9.2,6,2.48,4,True
122,no,no,0,180,88,145,77,233.7,120,11.5,6,3.11,2,False
46,no,no,0,257.4,67,261.1,91,204.4,107,13.4,5,3.62,2,True
150,no,yes,28,174.4,75,169.9,80,201.6,130,11,4,2.97,1,False
99,no,no,0,159.7,83,155.4,121,255.7,114,8.4,3,2.27,1,False
87,no,no,0,237.2,124,222.6,87,173.3,81,11,3,2.97,1,False
108,no,no,0,103,129,242.3,103,170.2,89,7.9,3,2.13,1,False
101,no,no,0,153.8,89,234,89,196.3,77,11.6,2,3.13,4,False
53,no,no,0,205.1,86,160.5,95,149.5,142,10.7,2,2.89,3,False
132,no,yes,39,175.7,93,187.2,94,225.5,118,8.6,3,2.32,2,False
158,no,no,0,155.9,123,224.2,112,221,116,8.6,8,2.32,2,False
114,no,yes,34,154.4,109,221.4,142,208.5,103,10.3,5,2.78,0,False
77,no,yes,23,209.7,73,183.6,63,205.5,111,7.1,3,1.92,2,False
144,yes,no,0,150,69,285.9,73,190.6,121,9.4,15,2.54,0,False
91,no,yes,23,232.4,97,186,88,190.5,128,12.3,3,3.32,3,False
58,no,no,0,165.4,100,115.7,87,193.8,118,12.8,5,3.46,2,False
5,no,no,0,199.2,106,187.3,12,214,85,13.3,3,3.59,3,False
97,no,no,0,217.6,81,320.5,51,150.7,110,4.2,3,1.13,0,False
107,no,no,0,212.1,95,150.1,88,219.8,111,7.7,2,2.08,3,False
142,no,yes,30,154,75,165.8,97,270,83,10.8,5,2.92,1,False
9,no,yes,31,193.8,130,202.6,98,191.2,102,13.3,2,3.59,1,False
73,no,no,0,175.4,130,248.1,105,122.4,85,12.2,4,3.29,0,False
48,no,yes,22,152,63,258.8,131,263.2,109,15.7,5,4.24,2,True
43,no,no,0,230.2,147,186.7,121,128.4,100,9.2,3,2.48,0,False
122,no,yes,33,174.9,103,248.2,105,164.6,116,13.5,3,3.65,1,True
93,no,no,0,190.2,68,262.2,64,130,92,8.8,4,2.38,0,False
85,no,no,0,176.4,122,224.9,123,219.6,50,11.5,1,3.11,1,False
59,no,no,0,160.9,95,251.2,65,273.4,97,5,5,1.35,3,False
87,no,no,0,228.7,90,163,99,154.1,90,11.8,3,3.19,1,False
137,no,no,0,144,90,181.6,100,128.1,93,12.3,2,3.32,0,False
21,no,yes,31,135.9,90,271,84,179.1,89,9.5,7,2.57,6,False
129,no,no,0,334.3,118,192.1,104,191,83,10.4,6,2.81,0,True
104,no,no,0,130.5,77,131.2,117,264.7,63,13,6,3.51,0,False
93,no,yes,21,134.2,105,162.5,128,186.6,90,11.8,2,3.19,4,True
63,no,no,0,278,102,266.4,114,224.1,118,13.1,4,3.54,4,True
161,no,no,0,105.4,70,214.8,122,223.6,126,7.8,5,2.11,0,False
50,no,no,0,188.9,94,203.9,104,151.8,124,11.6,8,3.13,3,False
103,no,yes,24,111.8,85,239.6,102,268.3,81,6.9,4,1.86,1,False
84,no,yes,33,159.1,106,149.8,101,213.4,108,13,18,3.51,1,False
92,no,no,0,212.4,105,224.6,118,221.3,105,9,4,2.43,1,False
77,no,no,0,142.3,112,306.3,111,196.5,82,9.9,1,2.67,1,False
64,yes,no,0,346.8,55,249.5,79,275.4,102,13.3,9,3.59,1,True
159,no,yes,15,113.9,102,145.3,146,195.2,137,11.8,9,3.19,1,False
110,yes,yes,27,267.9,103,263.3,74,178.1,106,8.3,2,2.24,1,True
138,no,no,0,171.4,117,115.2,128,224.5,115,17,4,4.59,3,False
178,no,no,0,275.4,150,187.5,62,147.1,126,13.6,3,3.67,1,False
38,no,yes,31,197.2,118,249.9,70,298.9,104,3.9,2,1.05,0,False
50,no,yes,35,192.6,97,135.2,101,216.2,101,7.9,2,2.13,2,False
45,no,yes,26,91.7,104,150.6,119,63.3,103,7.7,5,2.08,1,False
70,no,no,0,126.3,99,141.6,106,255.9,96,9.6,2,2.59,0,False
147,no,yes,33,251.5,107,234.1,110,213.4,87,10.4,6,2.81,3,False
94,no,no,0,190.6,108,152.3,95,144.7,97,7.5,5,2.03,1,False
179,no,no,0,116.1,101,201.8,99,181.9,103,11.6,5,3.13,0,False
116,no,no,0,217.3,91,216.1,95,148.1,76,11.3,3,3.05,2,False
59,no,no,0,179.4,80,232.5,99,175.8,105,14.7,3,3.97,0,False
165,no,no,0,207.7,109,164.8,94,54.5,91,7.9,3,2.13,0,False
133,no,no,0,277.3,138,228.4,117,117.3,103,12.8,4,3.46,2,True
140,no,no,0,125.3,84,167.6,121,260.6,94,8.4,4,2.27,1,False
93,no,yes,32,138.1,91,167.3,72,238.9,115,6.8,3,1.84,2,False
52,no,yes,38,169.3,88,225.9,97,172,86,8.2,3,2.21,0,False
64,no,yes,27,201.3,101,143.8,89,150.2,127,12.3,3,3.32,1,False
12,yes,no,0,216.7,117,116.5,126,220,110,9.8,4,2.65,2,False
48,no,no,0,190.4,92,317.5,85,133.4,113,8.3,4,2.24,2,False
181,no,no,0,143.3,91,195.5,58,223.3,95,6,7,1.62,1,False
168,no,yes,42,97.4,57,203.6,98,173.9,124,11.4,2,3.08,2,False
155,no,no,0,181.4,111,167.7,92,168.5,122,11.3,3,3.05,3,False
105,no,no,0,246.4,83,256.2,101,169,151,3.8,4,1.03,0,False
11,no,no,0,143.4,130,289.4,50,194,100,9.7,6,2.62,2,False
182,no,no,0,104.9,111,198.5,120,258.2,91,8,5,2.16,2,False
104,no,no,0,156.2,93,193,54,222.7,94,13.1,5,3.54,1,False
102,no,no,0,114.8,125,81.9,126,304.3,101,12,4,3.24,0,False
122,no,no,0,232.5,96,205.5,120,213.7,91,11.9,2,3.21,0,False
41,no,no,0,143.6,117,152.4,108,194.4,110,8.6,3,2.32,1,False
132,no,no,0,176.7,132,244.1,80,176.3,120,9.1,4,2.46,2,False
76,no,no,0,263.4,148,230.3,69,170.6,101,11.4,5,3.08,1,True
13,no,no,0,146.4,74,148.5,92,216.7,96,11.3,3,3.05,1,False
115,no,yes,33,145,72,194.5,157,242.3,138,14.2,3,3.83,2,False
67,no,no,0,167.8,91,167.7,69,110.3,71,8.4,12,2.27,1,False
154,no,no,0,166.9,99,154.9,97,189.4,89,7.2,5,1.94,0,False
100,no,no,0,142.5,87,195.7,88,122.1,117,7.8,8,2.11,2,False
146,yes,no,0,133,65,262.8,93,214.3,128,11.2,3,3.02,1,False
148,no,yes,11,252.9,129,284.3,88,262.8,99,12.3,1,3.32,1,False
67,no,yes,28,95,94,291.2,73,159.6,114,10,2,2.7,2,False
161,yes,no,0,194.2,106,249.4,105,254.9,129,12.9,1,3.48,1,True
70,no,no,0,222.8,114,215.9,113,223.5,122,0,0,0,1,False
116,no,no,0,201.8,82,231.5,95,226.1,130,16.5,5,4.46,0,False
99,no,yes,42,216,125,232.3,104,215.5,100,9.3,4,2.51,2,True
87,no,no,0,146.3,108,171.8,102,167.5,66,5.3,9,1.43,1,False
87,no,no,0,234.8,85,140.9,91,204.3,93,9.5,5,2.57,1,False
70,no,no,0,198.6,111,213.9,115,171.2,105,10.6,6,2.86,2,False
131,no,no,0,94.4,80,215.1,101,179.7,108,13.1,9,3.54,2,False
119,no,no,0,190.4,74,215.6,113,161.2,111,10,1,2.7,2,False
119,no,yes,32,142.6,77,208.2,126,171,102,12,2,3.24,3,False
87,yes,no,0,134.2,80,165,71,173.1,102,10.7,5,2.89,0,False
112,no,no,0,111.9,92,114,143,146.8,79,14.1,3,3.81,5,True
75,no,no,0,122.8,89,211.3,104,261.4,91,10.7,2,2.89,2,False
150,no,no,0,189.3,77,220.9,105,238.7,117,9.2,5,2.48,4,False
161,no,yes,38,240.4,112,201.8,102,206.1,112,16.1,6,4.35,0,False
91,yes,yes,24,93.5,112,183.4,128,240.7,133,9.9,3,2.67,0,False
124,no,no,0,158.6,104,211.2,77,179.3,104,10.2,8,2.75,3,False
94,yes,no,0,243.2,109,147,88,94.9,99,7.2,4,1.94,4,False
217,no,no,0,176.4,115,158.8,128,306.6,107,9.3,3,2.51,4,False
158,no,no,0,220.9,129,242.2,108,233.3,75,6.4,5,1.73,0,False
102,no,no,0,144.4,87,266.5,128,217.6,59,7.1,7,1.92,0,False
85,no,no,0,212.3,107,228.4,103,163.3,116,7.7,3,2.08,0,False
79,no,no,0,147,72,165.7,102,243.2,107,8.4,9,2.27,1,False
139,no,yes,25,96.2,112,178.9,70,182.1,84,12.9,10,3.48,2,False
103,no,no,0,263.4,118,179.1,69,214.7,112,10.3,2,2.78,0,False
98,yes,no,0,12.5,67,256.6,90,169.4,88,7.7,9,2.08,1,False
78,no,no,0,162.3,116,192.4,86,240.6,100,10.1,3,2.73,2,False
50,no,no,0,183.6,107,58.6,118,202.6,99,8.7,3,2.35,1,False
161,no,no,0,178.1,109,146.5,86,137.6,78,8.5,2,2.3,1,False
67,no,no,0,201.4,101,97.6,122,202.5,119,7,3,1.89,0,False
86,no,yes,38,123,158,133.9,119,138.2,103,13.3,4,3.59,1,False
92,no,no,0,208,125,198.9,76,76.4,97,8.6,6,2.32,0,False
174,no,no,0,239.2,72,188.5,124,105.6,116,8.8,3,2.38,1,False
124,no,no,0,193,97,89.8,99,172.8,104,15.3,3,4.13,1,False
132,no,yes,31,174.5,101,245.6,105,172.8,76,10.3,9,2.78,1,False
190,no,yes,26,116.7,71,145.9,88,175.1,103,9.9,3,2.67,1,False
101,no,no,0,93.8,127,150,104,241.1,116,10.7,2,2.89,1,False
185,yes,yes,30,154.1,114,118.7,106,258.4,105,12.9,3,3.48,2,False
68,no,yes,29,239.5,82,203.8,105,167.8,70,9.9,6,2.67,0,False
117,no,yes,25,216,140,224.1,69,267.9,112,11.8,4,3.19,0,False
118,no,no,0,187.4,97,177.8,89,233.4,97,12.2,6,3.29,1,False
124,no,no,0,167.4,119,233.2,143,109.6,115,10.3,5,2.78,0,False
22,no,no,0,160.4,108,218.1,88,192.9,115,12.5,4,3.38,1,False
75,no,no,0,143.2,92,209.1,142,173,96,11.9,9,3.21,1,False
134,no,no,0,205.3,122,240.5,155,179.1,107,5,9,1.35,1,False
164,no,yes,25,219.1,88,151.5,99,50.1,60,14.3,6,3.86,1,False
44,no,no,0,143.2,77,169.8,114,215.8,77,7.6,4,2.05,1,False
177,no,no,0,232.8,106,175.2,97,212.2,77,12.5,7,3.38,2,False
110,no,no,0,162,81,247.5,89,155.5,99,8.9,8,2.4,0,False
53,no,yes,27,25.9,119,206.5,96,228.1,64,6.5,7,1.76,1,False
108,no,no,0,154.2,123,112.3,86,246.4,75,15.4,4,4.16,4,True
80,no,no,0,322.3,113,222,95,162.8,123,6.7,8,1.81,0,True
158,no,no,0,209.9,112,221.3,82,210,93,8.2,3,2.21,1,False
114,no,no,0,191.5,88,175.2,78,220.3,118,0,0,0,0,False
64,no,yes,19,291.1,150,226.7,123,219.1,67,7.5,2,2.03,1,False
88,no,no,0,215.6,115,216.2,85,171.3,65,11.8,1,3.19,3,False
82,yes,no,0,208.8,101,213.7,87,175.1,86,12.4,6,3.35,3,False
111,no,no,0,255.9,97,204.1,129,171.3,84,12.3,5,3.32,3,False
60,no,no,0,252.7,97,221.1,121,109.9,100,12.4,4,3.35,2,False
113,no,no,0,132.1,72,247.5,107,246.2,123,6.9,6,1.86,3,False
109,no,no,0,217,115,207,142,268,106,8.2,4,2.21,1,False
105,no,yes,42,101.9,79,223.1,97,241.6,77,12.9,2,3.48,0,False
85,no,no,0,211.5,100,184.6,88,164.3,131,13.3,4,3.59,2,False
131,no,no,0,153.4,86,198.5,81,164.4,83,10.4,3,2.81,0,False
59,no,no,0,166.3,95,239.3,87,123.2,108,10,3,2.7,2,False
148,no,no,0,185.2,87,170.4,96,165.1,104,9.5,13,2.57,1,False
210,no,no,0,104.6,121,149.5,71,255.1,67,6.5,8,1.76,2,False
115,no,no,0,245.2,105,159,109,229.9,74,7.2,8,1.94,0,False
106,no,no,0,274.4,120,198.6,82,160.8,62,6,3,1.62,1,False
93,no,no,0,98.4,78,249.6,129,248.2,114,14.2,4,3.83,1,False
57,no,yes,29,279.9,121,223.1,109,251.7,94,13,2,3.51,1,False
98,no,no,0,187.2,127,195.6,88,181.8,129,5.1,4,1.38,1,False
157,no,no,0,276.2,95,165.8,119,151.6,79,2.2,4,0.59,3,False
116,no,yes,35,200.4,104,272.8,89,214.5,100,8.3,4,2.24,1,False
30,no,no,0,162.3,96,244,122,180.1,89,9.1,4,2.46,2,False
111,no,no,0,176.9,128,102.8,56,213.7,84,10.5,2,2.84,4,True
52,no,no,0,165.5,78,205.5,89,213.6,124,12.2,6,3.29,0,False
72,no,no,0,217.8,93,189.7,113,182.6,91,10.4,5,2.81,4,False
135,no,yes,28,201.4,100,246.5,117,154.8,131,12.9,4,3.48,2,True
86,no,no,0,190.5,115,179.6,130,258.5,89,10.1,5,2.73,3,False
98,no,yes,29,179.9,97,189.2,89,164.3,76,12.8,7,3.46,3,False
151,no,no,0,235.9,104,80.6,91,212.8,116,5.8,2,1.57,3,False
118,no,no,0,140.4,112,187.1,60,207.9,155,7.9,1,2.13,0,False
117,no,no,0,144.6,115,258.8,66,253.2,113,7.4,9,2,2,False
55,no,no,0,189,100,118.5,99,248.1,87,17.1,6,4.62,0,False
82,no,no,0,101,93,155.6,104,304.4,93,13.3,2,3.59,0,False
152,no,no,0,206.3,98,292.8,82,43.7,121,10.6,4,2.86,1,False
108,no,yes,15,165.1,85,267,93,250.7,114,10.9,4,2.94,1,False
98,no,no,0,165,129,202.6,113,172.3,94,12.5,7,3.38,1,True
130,no,no,0,155.9,95,256.1,97,262.9,103,11.7,3,3.16,3,False
136,yes,no,0,199.2,122,214.7,114,150.9,105,11.8,7,3.19,1,False
47,no,no,0,155.3,116,188.2,85,247,73,12.3,4,3.32,3,False
189,no,no,0,208.3,106,236.7,123,179.1,120,11.3,5,3.05,3,False
107,no,no,0,157.1,79,162.6,124,150,138,12.1,6,3.27,1,False
91,no,no,0,154.4,165,168.3,121,239.9,81,11.7,4,3.16,5,True
159,no,no,0,189.1,105,246.1,147,242,106,10.4,5,2.81,1,True
11,no,yes,24,131.5,98,230.2,111,283.7,87,10,3,2.7,2,False
167,no,no,0,166.4,85,243.2,135,229.2,95,9.9,5,2.67,1,False
111,no,no,0,142.3,75,122.8,106,229.5,94,12.8,9,3.46,2,False
99,no,yes,19,87.7,103,223,86,182.3,112,7.3,4,1.97,2,False
159,no,yes,19,184.1,78,194.5,71,225.6,101,16.9,3,4.56,0,False
114,yes,yes,31,174.5,104,224.2,92,116.3,91,12.3,10,3.32,2,False
71,no,no,0,103.3,103,138.5,79,164.8,98,9,2,2.43,2,False
122,no,no,0,35.1,62,180.8,89,251.6,58,12.7,2,3.43,1,False
100,no,yes,25,246.6,94,141.4,112,189.8,109,13,5,3.51,1,False
83,no,yes,37,78.5,109,210.5,101,179.7,102,11.8,4,3.19,1,False
64,no,no,0,148.1,73,164.9,101,216,125,12.3,2,3.32,5,True
105,no,no,0,206.2,84,256.4,138,117.1,91,9,3,2.43,1,False
144,no,yes,33,251.6,87,197.6,118,209.2,97,12.2,3,3.29,2,False
106,yes,yes,26,270.3,111,215.2,90,254,133,14.4,7,3.89,1,True
19,no,yes,34,156.6,97,224.2,97,260.9,135,11.3,1,3.05,1,False
46,no,no,0,139.4,81,223.7,113,173.1,77,13.6,6,3.67,1,False
127,no,no,0,220.2,108,188.4,124,172.7,113,11.7,3,3.16,2,False
9,no,yes,39,214.1,108,169.2,115,189.7,117,10.1,3,2.73,1,False
157,no,no,0,196,74,213.4,96,196.8,81,7.9,6,2.13,1,False
105,no,no,0,106.4,71,240.1,83,147.7,114,5.3,4,1.43,6,True
105,no,yes,29,179.4,113,275.4,100,246.1,105,10,5,2.7,0,False
155,no,no,0,216.7,30,144.3,125,135.3,106,10.8,1,2.92,2,False
31,no,no,0,177.3,129,152.8,105,162.9,92,5.1,2,1.38,0,False
161,no,no,0,151.6,117,219.4,87,224.7,68,4,5,1.08,1,False
95,no,yes,32,262.2,123,165.2,82,194.3,57,10.6,5,2.86,0,False
122,no,no,0,173.6,110,91.7,84,211.7,103,9.7,7,2.62,3,False
37,yes,no,0,106.6,76,147.4,89,235.8,113,9.6,8,2.59,2,False
